dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,observacion
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E91LL,349999,51,13.0,14.0,no_habidos_51_13_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E91LL,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8ZLH,349999,51,13.0,15.0,no_habidos_51_13_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZLH,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8ZJ4,349999,51,13.0,16.0,no_habidos_51_13_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZJ4,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8XKP,349999,51,13.0,17.0,no_habidos_51_13_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8XKP,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8STA,349999,51,13.0,18.0,no_habidos_51_13_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8STA,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV59P,349999,51,13.0,19.0,no_habidos_51_13_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV59P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E91KD,349999,51,13.0,20.0,no_habidos_51_13_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E91KD,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D37YJ,349999,51,13.0,21.0,no_habidos_51_13_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37YJ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2W46,349999,51,13.0,22.0,no_habidos_51_13_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2W46,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVK85,349999,51,13.0,23.0,no_habidos_51_13_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVK85,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0TWV,349999,51,13.0,24.0,no_habidos_51_13_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0TWV,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0WQF,349999,51,13.0,25.0,no_habidos_51_13_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WQF,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E6L3P,349999,51,13.0,26.0,no_habidos_51_13_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6L3P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D39VA,349999,51,13.0,27.0,no_habidos_51_13_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39VA,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D39WE,349999,52,14.0,2.0,no_habidos_52_14_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39WE,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0WVQ,349999,52,14.0,3.0,no_habidos_52_14_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WVQ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D37TE,349999,52,14.0,4.0,no_habidos_52_14_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37TE,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVE64,349999,52,14.0,5.0,no_habidos_52_14_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVE64,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9KAC,349999,52,14.0,6.0,no_habidos_52_14_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9KAC,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8SPD,349999,52,14.0,7.0,no_habidos_52_14_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8SPD,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8QM7,349999,52,14.0,8.0,no_habidos_52_14_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8QM7,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8NT9,349999,52,14.0,9.0,no_habidos_52_14_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8NT9,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7VF2,349999,52,14.0,10.0,no_habidos_52_14_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7VF2,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7SGV,349999,52,14.0,11.0,no_habidos_52_14_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SGV,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7SFK,349999,52,14.0,12.0,no_habidos_52_14_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SFK,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7SEX,349999,52,14.0,13.0,no_habidos_52_14_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SEX,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7SD1,349999,52,14.0,14.0,no_habidos_52_14_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SD1,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7SC3,349999,52,14.0,15.0,no_habidos_52_14_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SC3,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7QDJ,349999,52,14.0,16.0,no_habidos_52_14_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7QDJ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7NGM,349999,52,14.0,17.0,no_habidos_52_14_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7NGM,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E76Y6,349999,52,14.0,18.0,no_habidos_52_14_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E76Y6,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVBDC,349999,52,14.0,19.0,no_habidos_52_14_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVBDC,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CTXMW,349999,52,14.0,20.0,no_habidos_52_14_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CTXMW,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D14Q3,349999,52,14.0,21.0,no_habidos_52_14_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D14Q3,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D10Q4,349999,52,14.0,22.0,no_habidos_52_14_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D10Q4,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0WPD,349999,52,14.0,23.0,no_habidos_52_14_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WPD,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0PVY,349999,52,14.0,24.0,no_habidos_52_14_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0PVY,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1DOMXR,349999,52,14.0,25.0,no_habidos_52_14_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DOMXR,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1DOL6B,349999,52,14.0,26.0,no_habidos_52_14_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DOL6B,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVK3Q,349999,52,14.0,27.0,no_habidos_52_14_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVK3Q,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVH5Y,349999,53,15.0,2.0,no_habidos_53_15_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVH5Y,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA21CVH3X,349999,53,15.0,3.0,no_habidos_53_15_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA21CVH3X,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVF69,349999,53,15.0,4.0,no_habidos_53_15_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVF69,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVD89,349999,53,15.0,5.0,no_habidos_53_15_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVD89,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVBB8,349999,53,15.0,6.0,no_habidos_53_15_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVBB8,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVB9N,349999,53,15.0,7.0,no_habidos_53_15_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVB9N,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV9A7,349999,53,15.0,8.0,no_habidos_53_15_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV9A7,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV78Z,349999,53,15.0,9.0,no_habidos_53_15_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV78Z,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV3GQ,349999,53,15.0,10.0,no_habidos_53_15_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3GQ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV3DP,349999,53,15.0,11.0,no_habidos_53_15_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3DP,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV3CQ,349999,53,15.0,12.0,no_habidos_53_15_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3CQ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9W2R,349999,53,15.0,13.0,no_habidos_53_15_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9W2R,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9T2W,349999,53,15.0,14.0,no_habidos_53_15_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9T2W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0N1C,349999,53,15.0,15.0,no_habidos_53_15_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0N1C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9Y3C,349999,53,15.0,16.0,no_habidos_53_15_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9Y3C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0RTL,349999,53,15.0,17.0,no_habidos_53_15_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0RTL,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CTVXT,349999,53,15.0,18.0,no_habidos_53_15_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CTVXT,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2R4W,349999,53,15.0,19.0,no_habidos_53_15_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2R4W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9R6W,349999,53,15.0,20.0,no_habidos_53_15_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9R6W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D1ELS,349999,53,15.0,21.0,no_habidos_53_15_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D1ELS,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9R5E,349999,53,15.0,22.0,no_habidos_53_15_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9R5E,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0YVY,349999,53,15.0,23.0,no_habidos_53_15_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0YVY,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8ZHX,349999,53,15.0,24.0,no_habidos_53_15_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZHX,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D14M6,349999,53,15.0,25.0,no_habidos_53_15_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D14M6,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVF68,349999,53,15.0,26.0,no_habidos_53_15_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVF68,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E6L39,349999,53,15.0,27.0,no_habidos_53_15_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6L39,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8B0P,349999,54,16.0,2.0,no_habidos_54_16_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8B0P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8XKJ,349999,54,16.0,3.0,no_habidos_54_16_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8XKJ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,4.0,no_habidos_54_16_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,5.0,no_habidos_54_16_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,6.0,no_habidos_54_16_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,7.0,no_habidos_54_16_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,8.0,no_habidos_54_16_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,9.0,no_habidos_54_16_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,10.0,no_habidos_54_16_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,11.0,no_habidos_54_16_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,12.0,no_habidos_54_16_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,13.0,no_habidos_54_16_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,14.0,no_habidos_54_16_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,15.0,no_habidos_54_16_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,16.0,no_habidos_54_16_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,17.0,no_habidos_54_16_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,18.0,no_habidos_54_16_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,19.0,no_habidos_54_16_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,20.0,no_habidos_54_16_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,21.0,no_habidos_54_16_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,22.0,no_habidos_54_16_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,23.0,no_habidos_54_16_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,24.0,no_habidos_54_16_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,25.0,no_habidos_54_16_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
