dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,clave_serie
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808409,142205,80,18,27,con_comodato_80_18_27,Los Andes,Samsung A8/T295,6007,358893199808409,13982|358893199808409
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808516,142205,80,18,28,con_comodato_80_18_28,Los Andes,Samsung A8/T295,6007,358893199808516,13982|358893199808516
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808573,142205,81,19,2,con_comodato_81_19_2,Los Andes,Samsung A8/T295,6007,358893199808573,13982|358893199808573
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199319126,142205,81,19,7,con_comodato_81_19_7,Los Andes,Samsung A8/T295,6007,358893199319126,13982|358893199319126
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199322559,142205,81,19,8,con_comodato_81_19_8,Los Andes,Samsung A8/T295,6007,358893199322559,13982|358893199322559
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199324571,142205,81,19,9,con_comodato_81_19_9,Los Andes,Samsung A8/T295,6007,358893199324571,13982|358893199324571
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199325305,142205,81,19,10,con_comodato_81_19_10,Los Andes,Samsung A8/T295,6007,358893199325305,13982|358893199325305
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199325560,142205,81,19,11,con_comodato_81_19_11,Los Andes,Samsung A8/T295,6007,358893199325560,13982|358893199325560
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199024460,142205,81,19,12,con_comodato_81_19_12,Los Andes,Samsung A8/T295,6007,358893199024460,13982|358893199024460
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809381,142205,81,19,13,con_comodato_81_19_13,Los Andes,Samsung A8/T295,6007,358893199809381,13982|358893199809381
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1BQRWR,349999,81,19,14,con_comodato_81_19_14,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BQRWR,13995|HA1BQRWR
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV2V7,349999,81,19,16,con_comodato_81_19_16,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV2V7,13995|HA1CV2V7
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV3EC,349999,81,19,19,con_comodato_81_19_19,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV3EC,13995|HA1CV3EC
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D3BRX,349999,81,19,21,con_comodato_81_19_21,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D3BRX,13995|HA1D3BRX
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVDB2,349999,81,19,23,con_comodato_81_19_23,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVDB2,13995|HA1CVDB2
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0RY2,349999,81,19,25,con_comodato_81_19_25,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RY2,13995|HA1D0RY2
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV7BV,349999,82,20,2,con_comodato_82_20_2,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV7BV,13995|HA1CV7BV
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0TT3,349999,82,20,3,con_comodato_82_20_3,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0TT3,13995|HA1D0TT3
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVQX1,349999,82,20,5,con_comodato_82_20_5,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVQX1,13995|HA1CVQX1
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CTXKQ,349999,82,20,6,con_comodato_82_20_6,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CTXKQ,13995|HA1CTXKQ
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1BR39X,349999,82,20,8,con_comodato_82_20_8,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BR39X,13995|HA1BR39X
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0N2Q,349999,82,20,13,con_comodato_82_20_13,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0N2Q,13995|HA1D0N2Q
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0RW9,349999,82,20,14,con_comodato_82_20_14,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RW9,13995|HA1D0RW9
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D2M9F,349999,82,20,15,con_comodato_82_20_15,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2M9F,13995|HA1D2M9F
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVM21,349999,82,20,16,con_comodato_82_20_16,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVM21,13995|HA1CVM21
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVH9E,349999,82,20,17,con_comodato_82_20_17,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVH9E,13995|HA1CVH9E
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D16HM,349999,82,20,18,con_comodato_82_20_18,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D16HM,13995|HA1D16HM
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0PXT,349999,82,20,19,con_comodato_82_20_19,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0PXT,13995|HA1D0PXT
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D2Y2X,349999,82,20,20,con_comodato_82_20_20,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2Y2X,13995|HA1D2Y2X
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0RSY,349999,82,20,21,con_comodato_82_20_21,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RSY,13995|HA1D0RSY
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D18H2,349999,82,20,22,con_comodato_82_20_22,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D18H2,13995|HA1D18H2
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D10R8,349999,82,20,23,con_comodato_82_20_23,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D10R8,13995|HA1D10R8
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,4ª1CVM68,349999,83,21,2,con_comodato_83_21_2,Los Andes,Lenovo P11 + teclado/lápiz,6007,4a1CVM68,13995|4a1CVM68
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVHAQ,349999,83,21,3,con_comodato_83_21_3,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVHAQ,13995|HA1CVHAQ
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1BR78V,349999,83,21,4,con_comodato_83_21_4,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BR78V,13995|HA1BR78V
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1BREMZ,349999,83,21,5,con_comodato_83_21_5,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BREMZ,13995|HA1BREMZ
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D2P6B,349999,83,21,6,con_comodato_83_21_6,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2P6B,13995|HA1D2P6B
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1BRATG,349999,83,21,7,con_comodato_83_21_7,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BRATG,13995|HA1BRATG
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVDCZ,349999,83,21,8,con_comodato_83_21_8,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVDCZ,13995|HA1CVDCZ
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809811,142205,83,21,11,con_comodato_83_21_11,Los Andes,Samsung A8/T295,6007,358893199809811,13981|358893199809811
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809845,142205,83,21,12,con_comodato_83_21_12,Los Andes,Samsung A8/T295,6007,358893199809845,13981|358893199809845
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809852,142205,83,21,13,con_comodato_83_21_13,Los Andes,Samsung A8/T295,6007,358893199809852,13981|358893199809852
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809878,142205,83,21,14,con_comodato_83_21_14,Los Andes,Samsung A8/T295,6007,358893199809878,13981|358893199809878
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810793,142205,83,21,15,con_comodato_83_21_15,Los Andes,Samsung A8/T295,6007,358893199810793,13981|358893199810793
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811494,142205,83,21,16,con_comodato_83_21_16,Los Andes,Samsung A8/T295,6007,358893199811494,13981|358893199811494
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811114,142205,83,21,17,con_comodato_83_21_17,Los Andes,Samsung A8/T295,6007,358893199811114,13981|358893199811114
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811130,142205,83,21,18,con_comodato_83_21_18,Los Andes,Samsung A8/T295,6007,358893199811130,13981|358893199811130
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811049,142205,83,21,19,con_comodato_83_21_19,Los Andes,Samsung A8/T295,6007,358893199811049,13981|358893199811049
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811478,142205,83,21,20,con_comodato_83_21_20,Los Andes,Samsung A8/T295,6007,358893199811478,13981|358893199811478
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811353,142205,83,21,21,con_comodato_83_21_21,Los Andes,Samsung A8/T295,6007,358893199811353,13981|358893199811353
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811411,142205,83,21,22,con_comodato_83_21_22,Los Andes,Samsung A8/T295,6007,358893199811411,13981|358893199811411
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811320,142205,83,21,23,con_comodato_83_21_23,Los Andes,Samsung A8/T295,6007,358893199811320,13981|358893199811320
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806965,142205,83,21,24,con_comodato_83_21_24,Los Andes,Samsung A8/T295,6007,358893199806965,13981|358893199806965
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806882,142205,83,21,25,con_comodato_83_21_25,Los Andes,Samsung A8/T295,6007,358893199806882,13981|358893199806882
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806825,142205,83,21,26,con_comodato_83_21_26,Los Andes,Samsung A8/T295,6007,358893199806825,13981|358893199806825
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811213,142205,84,22,2,con_comodato_84_22_2,Los Andes,Samsung A8/T295,6007,358893199811213,13981|358893199811213
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811189,142205,84,22,3,con_comodato_84_22_3,Los Andes,Samsung A8/T295,6007,358893199811189,13981|358893199811189
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811700,142205,84,22,4,con_comodato_84_22_4,Los Andes,Samsung A8/T295,6007,358893199811700,13981|358893199811700
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811601,142205,84,22,5,con_comodato_84_22_5,Los Andes,Samsung A8/T295,6007,358893199811601,13981|358893199811601
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811585,142205,84,22,6,con_comodato_84_22_6,Los Andes,Samsung A8/T295,6007,358893199811585,13981|358893199811585
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815081,142205,84,22,7,con_comodato_84_22_7,Los Andes,Samsung A8/T295,6007,358893199815081,13981|358893199815081
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815024,142205,84,22,8,con_comodato_84_22_8,Los Andes,Samsung A8/T295,6007,358893199815024,13981|358893199815024
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812591,142205,84,22,9,con_comodato_84_22_9,Los Andes,Samsung A8/T295,6007,358893199812591,13981|358893199812591
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812567,142205,84,22,10,con_comodato_84_22_10,Los Andes,Samsung A8/T295,6007,358893199812567,13981|358893199812567
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812500,142205,84,22,11,con_comodato_84_22_11,Los Andes,Samsung A8/T295,6007,358893199812500,13981|358893199812500
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812187,142205,84,22,12,con_comodato_84_22_12,Los Andes,Samsung A8/T295,6007,358893199812187,13981|358893199812187
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812039,142205,84,22,13,con_comodato_84_22_13,Los Andes,Samsung A8/T295,6007,358893199812039,13981|358893199812039
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805850,142205,84,22,14,con_comodato_84_22_14,Los Andes,Samsung A8/T295,6007,358893199805850,13981|358893199805850
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805827,142205,84,22,15,con_comodato_84_22_15,Los Andes,Samsung A8/T295,6007,358893199805827,13981|358893199805827
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805777,142205,84,22,16,con_comodato_84_22_16,Los Andes,Samsung A8/T295,6007,358893199805777,13981|358893199805777
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805744,142205,84,22,17,con_comodato_84_22_17,Los Andes,Samsung A8/T295,6007,358893199805744,13981|358893199805744
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805736,142205,84,22,18,con_comodato_84_22_18,Los Andes,Samsung A8/T295,6007,358893199805736,13981|358893199805736
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805538,142205,84,22,19,con_comodato_84_22_19,Los Andes,Samsung A8/T295,6007,358893199805538,13981|358893199805538
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805132,142205,84,22,20,con_comodato_84_22_20,Los Andes,Samsung A8/T295,6007,358893199805132,13981|358893199805132
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199804432,142205,84,22,21,con_comodato_84_22_21,Los Andes,Samsung A8/T295,6007,358893199804432,13981|358893199804432
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199804150,142205,84,22,22,con_comodato_84_22_22,Los Andes,Samsung A8/T295,6007,358893199804150,13981|358893199804150
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199802741,142205,84,22,23,con_comodato_84_22_23,Los Andes,Samsung A8/T295,6007,358893199802741,13981|358893199802741
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199801222,142205,84,22,24,con_comodato_84_22_24,Los Andes,Samsung A8/T295,6007,358893199801222,13981|358893199801222
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199789492,142205,84,22,25,con_comodato_84_22_25,Los Andes,Samsung A8/T295,6007,358893199789492,13981|358893199789492
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199789146,142205,84,22,26,con_comodato_84_22_26,Los Andes,Samsung A8/T295,6007,358893199789146,13981|358893199789146
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199788759,142205,84,22,27,con_comodato_84_22_27,Los Andes,Samsung A8/T295,6007,358893199788759,13981|358893199788759
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806759,142205,84,22,28,con_comodato_84_22_28,Los Andes,Samsung A8/T295,6007,358893199806759,13981|358893199806759
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806726,142205,85,23,2,con_comodato_85_23_2,Los Andes,Samsung A8/T295,6007,358893199806726,13981|358893199806726
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806684,142205,85,23,3,con_comodato_85_23_3,Los Andes,Samsung A8/T295,6007,358893199806684,13981|358893199806684
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199806585,142205,85,23,4,con_comodato_85_23_4,Los Andes,Samsung A8/T295,6007,358893199806585,13981|358893199806585
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199805959,142205,85,23,5,con_comodato_85_23_5,Los Andes,Samsung A8/T295,6007,358893199805959,13981|358893199805959
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811874,142205,85,23,6,con_comodato_85_23_6,Los Andes,Samsung A8/T295,6007,358893199811874,13981|358893199811874
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199787504,142205,85,23,7,con_comodato_85_23_7,Los Andes,Samsung A8/T295,6007,358893199787504,13981|358893199787504
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199787629,142205,85,23,8,con_comodato_85_23_8,Los Andes,Samsung A8/T295,6007,358893199787629,13981|358893199787629
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199787405,142205,85,23,9,con_comodato_85_23_9,Los Andes,Samsung A8/T295,6007,358893199787405,13981|358893199787405
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199786571,142205,85,23,10,con_comodato_85_23_10,Los Andes,Samsung A8/T295,6007,358893199786571,13981|358893199786571
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199786217,142205,85,23,11,con_comodato_85_23_11,Los Andes,Samsung A8/T295,6007,358893199786217,13981|358893199786217
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199785797,142205,85,23,12,con_comodato_85_23_12,Los Andes,Samsung A8/T295,6007,358893199785797,13981|358893199785797
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199785417,142205,85,23,13,con_comodato_85_23_13,Los Andes,Samsung A8/T295,6007,358893199785417,13981|358893199785417
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199783362,142205,85,23,14,con_comodato_85_23_14,Los Andes,Samsung A8/T295,6007,358893199783362,13981|358893199783362
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196836999,142205,85,23,15,con_comodato_85_23_15,Los Andes,Samsung A8/T295,6007,358893196836999,13981|358893196836999
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810165,142205,85,23,16,con_comodato_85_23_16,Los Andes,Samsung A8/T295,6007,358893199810165,13981|358893199810165
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810264,142205,85,23,17,con_comodato_85_23_17,Los Andes,Samsung A8/T295,6007,358893199810264,13981|358893199810264
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810314,142205,85,23,18,con_comodato_85_23_18,Los Andes,Samsung A8/T295,6007,358893199810314,13981|358893199810314
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810322,142205,85,23,19,con_comodato_85_23_19,Los Andes,Samsung A8/T295,6007,358893199810322,13981|358893199810322
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810421,142205,85,23,20,con_comodato_85_23_20,Los Andes,Samsung A8/T295,6007,358893199810421,13981|358893199810421
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810454,142205,85,23,21,con_comodato_85_23_21,Los Andes,Samsung A8/T295,6007,358893199810454,13981|358893199810454
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810496,142205,85,23,22,con_comodato_85_23_22,Los Andes,Samsung A8/T295,6007,358893199810496,13981|358893199810496
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810538,142205,85,23,23,con_comodato_85_23_23,Los Andes,Samsung A8/T295,6007,358893199810538,13981|358893199810538
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810561,142205,85,23,24,con_comodato_85_23_24,Los Andes,Samsung A8/T295,6007,358893199810561,13981|358893199810561
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810090,142205,85,23,25,con_comodato_85_23_25,Los Andes,Samsung A8/T295,6007,358893199810090,13981|358893199810090
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810660,142205,85,23,26,con_comodato_85_23_26,Los Andes,Samsung A8/T295,6007,358893199810660,13981|358893199810660
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809233,142205,85,23,27,con_comodato_85_23_27,Los Andes,Samsung A8/T295,6007,358893199809233,13981|358893199809233
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808730,142205,85,23,28,con_comodato_85_23_28,Los Andes,Samsung A8/T295,6007,358893199808730,13981|358893199808730
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810678,142205,86,24,2,con_comodato_86_24_2,Los Andes,Samsung A8/T295,6007,358893199810678,13981|358893199810678
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810736,142205,86,24,3,con_comodato_86_24_3,Los Andes,Samsung A8/T295,6007,358893199810736,13981|358893199810736
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810819,142205,86,24,4,con_comodato_86_24_4,Los Andes,Samsung A8/T295,6007,358893199810819,13981|358893199810819
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810827,142205,86,24,5,con_comodato_86_24_5,Los Andes,Samsung A8/T295,6007,358893199810827,13981|358893199810827
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810918,142205,86,24,6,con_comodato_86_24_6,Los Andes,Samsung A8/T295,6007,358893199810918,13981|358893199810918
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810926,142205,86,24,7,con_comodato_86_24_7,Los Andes,Samsung A8/T295,6007,358893199810926,13981|358893199810926
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810975,142205,86,24,8,con_comodato_86_24_8,Los Andes,Samsung A8/T295,6007,358893199810975,13981|358893199810975
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811023,142205,86,24,9,con_comodato_86_24_9,Los Andes,Samsung A8/T295,6007,358893199811023,13981|358893199811023
